UBE2J2
ENTPD3
ZNF621
SEC22C
NKTR
HIGD1A
ACKR2
POMGNT2
KIAA1143
TMEM42
TGM4
LARS2
LZTFL1
FYCO1
LTF
ZNF589
TMA7
SHISA5
COL7A1
P4HTM
TCTA
MST1
TMEM115
CISH
DUSP7
CHDH
IL17RB
WNT5A
ARHGEF3
IL17RD
APPL1
ARF4
FLNB
ABHD6
KCTD6
PTPRG
ADAMTS9
MAGI1
ARL6IP5
FRMD4B
MITF
PROK2
CHMP2B
DCBLD2
TRMT10C
NFKBIZ
ALCAM
CD47
IFT57
HHLA2
ZBED2
PLCXD2
PHLDB2
ZDHHC23
TIGIT
ZBTB20
ARHGAP31
LRRC58
LRRC58-DT
FSTL1
MIR198
MIX23
MYLK
CCDC14
SNX4
PLXNA1
LINC02034
TPRA1
RAB7A
CFAP92
PLXND1
NUDT16
ACP3
NPHP3
AMOTL2
IL20RB-AS1
MRAS
ESYT3
FAIM
COPB2
CLSTN2
RASA2
RNF7
ATR
DIPK2A
HLTF
HPS3
WWTR1
LINC01214
LOC107986141
SUCNR1
RAP2B
ARHGEF26-AS1
TIPARP-AS1
LINC00886
LXN
GOLIM4
MECOM-AS1
SEC62
PRKCI
SKIL
EIF5A2
SLC2A2
ECT2
GNB4
EIF4G1
EPHB3
TMEM41A
LIPH
NMRAL2P
ETV5
ST6GAL1
RPL39L
TP63
ATP13A4
FAM43A
ACAP2
TNK2
TNK2-AS1
TM4SF19-DYNLT2B
RNF168
NRROS
NCBP2
BDH1
SLC49A3
SPON2
PPP2R2C
MRFAP1
TBC1D14
LOC100129931
AFAP1
ABLIM2
ACOX3
WDR1
HS3ST1
PROM1
ADGRA3
SOD3
CCDC149
PI4K2B
ANAPC4
SEL1L3
SMIM20
RELL1
PGM2
TLR10
WDR19
RBM47
UCHL1
GNPDA2
COMMD8
OCIAD2
SGCB
USP46
NMU
PAICS
SRP72
HOPX
IGFBP7
IGFBP7-AS1
GNRHR
LOC102724780
LOC550113
TMPRSS11BNL
UGT2A3
UGT2A1
UGT2A2
SULT1B1
CXCL1
CXCL3
EREG
SDAD1
SHROOM3
SOWAHB
CCNI
LOC101928864
FRAS1
RASGEF1B
ENOPH1
SCD5
HPSE
LOC102723338
PTPN13
SLC10A6
SPP1
HERC3
SNCA
SMARCAD1
TSPAN5
EIF4E
DAPP1
LOC102723704
CISD2
NPNT
SGMS2
ENPEP
SYNPO2
USP53
C4orf3
NDNF
ANXA5
EXOSC9
FGF2
NDUFC1
NAA15
LOC105377622
QKILA
MGST2
TBC1D9
RNF150
INPP4B
ABCE1
LSM6
ARHGAP10
FHIP1A-DT
FHIP1A
ANXA2P1
LRAT
GUCY1B1
PDGFC
ETFDH
TMEM192
KLHL2
SH3RF1
CLCN3
LOC105377548
DCTD
ENPP6
SORBS2
CYP4V2
PLEKHG4B
CCDC127
SDHA
PDCD6
AHRR
CLPTM1L
NSUN2
SRD5A1
MTRR
ANKRD33B
ANKH
RETREG1
CDH6
GOLPH3
WDR70
FLJ32255
LOC105374746
TMEM267
NNT
MRPS30
IL6ST
PLK2
NDUFAF2
NLN
CCNB1
AK6
GTF2H2B
MAP1B
MRPS27
ANKRD31
F2R
AGGF1
ZBED3
WDR41
TBCA
SCAMP1-AS1
SERINC5
VCAN
ADGRV1
ELL2
CAST
LIX1
WDR36
STARD4
REEP5
FEM1C
DTWD2
MIR1244-2
DMXL1
TNFAIP8
ZNF608
MARCHF3
LYRM7
KIF3A
C5orf15
PPP2CA
SEC24A
CAMLG
TXNDC15
LOC107986452
PITX1-AS1
MACROH2A1
SPOCK1
ETF1
CTNNA1
STING1
HARS2
DIAPH1
FCHSD1
STK32A
ABLIM3
SLC26A2
NDST1
SYNPO
TNIP1
LOC105378230
FAT2
SPARC
CLMAT3
LARP1
GEMIN5
HAVCR1
HAVCR2
NIPAL4
WWC1
FBXW11
STK10
LOC107984118
MSX2
CLTB
CDHR2
FGFR4
DBN1
N4BP3
RMND5B
ZNF354B
MRNIP-DT
MGAT1
FOXC1
GMDS
LOC107986512
HTATSF1P2
LOC107986556
PPP1R3G
DSP
BLOC1S5-TXNDC5
EEF1E1
GCNT2
TMEM170B
NOL7
JARID2
KIF13A
DCDC2
KAAG1
MRS2
SLC17A1
H3C2
H2AC6
HMGN4
H2AC14
ZSCAN31
HLA-G
POLR1HASP
TRIM31
TRIM31-AS1
PPP1R10
TUBB
CDSN
MCCD1
SLC44A4
CFB
C4A
C4B
HLA-DQB2
HLA-DMB
HLA-DPB1
VPS52
B3GALT4
RGL2
HMGA1
ANKS1A
PPARD
FKBP5
MAPK13
BRPF3
KCTD20
STK38
KCNK5
TREM2
MED20
TAF8
MRPS10
MRPL2
PTK7
ZNF318
GTPBP2
LINC03040
SLC29A1
RUNX2
PLA2G7
MCM3
TRAM2-AS1
GCLC
LOC101927189
DST
ZC3H11C
SLC17A5
IRAK1BP1
LOC112267857
ME1
NT5E
AKIRIN2
UBE2J1
LYRM2
SIM1
CRYBG1
LOC105377924
MICAL1
WASF1
MFSD4B
REV3L
TRAF3IP2
FYN
TUBE1
DSE
FAM184A
GJA1
PKIB
HINT3
SOGA3
KIAA0408
LOC107986642
EPB41L2
VNN1
PERP
ABRACL
TXLNB
CITED2
ADGRG6
HIVEP2
FUCA2
PLAGL1
UTRN
RAB32
STXBP5
LRP11
RAET1L
AKAP12
CNKSR3
ZDHHC14
LOC105378085
UNC93A
LINC02538
FAM20C
PDGFA
DNAAF5
SUN1
C7orf50
TMEM184A
TTYH3
FOXK1
WIPI2
ACTB
FSCN1
AIMP2
ZNF316
ARL4A
AGR2
AHR
LINC02888
HDAC9
POLR1F
LOC101927668
CDCA7L
GPNMB
FAM221A
GSDME
OSBPL3
CYCS
CBX3
SNX10
HOXA1
HOXA11
HOXA11-AS
HOXA13
CPVL
LSM5
AVL9
NT5C3A
DPY19L1
EEPD1
EPDR1
STARD3NL
TRGC1
INHBA
DBNL
NPC1L1
H2AZ2
CCM2
TBRG4
C7orf57
UPP1
LOC105375271
ABCA13
GRB10
COBL
LOC105375282
FKBP9P1
NIPSNAP2
SUMF2
ZNF736
ZNF107
ZNF92
TPST1
RABGEF1
GTF2IRD1P1
GTF2IP23
SBDS
PMS2P7
SPDYE10
GTF2IP4
CLDN3
EIF4H
CLIP2
GTF2I
CASTOR2
GTF2IP1
LOC107986710
POR
STYXL1
YWHAG
ZP3
POMZP3
DTX2P1-UPK3BP1-PMS2P11
PHTF2
MAGI2-AS3
SEMA3C
TMEM243
CROT
ABCB1
TFPI2
SGCE
PON2
CZ1P-ASNS
LOC101927550
ARPC1B
AZGP1
SERPINE1
PLOD3
CUX1
NAMPT
CCDC71L
LAMB1
BMT2
TFEC
CAV2
CAV1
FAM3C
ZNF800
FLNC
UBE2H
KLHDC10
CPA4
MEST
PODXL
CHCHD3
SLC35B4
AKR1B10
LOC105375520
AKR1B15
CALD1
STMP1
SLC13A4
FAM180A
BRAF
MRPS33
TCAF2
CUL1
ZNF282
RARRES2
LOC389602
FBXO25
TDRP
ARHGEF10
AGPAT5
DEFB4A
PPP1R3B
SOX7
MSR1
ZDHHC2
PSD3
CSGALNACT1
HR
SLC39A14
PDLIM2
LOC107986924
TNFRSF10B
TNFRSF10C
TNFRSF10D
TNFRSF10A
LOXL2
NKX3-1
NEFL
PPP2R2A
BNIP3L
DPYSL2
PTK2B
ELP3
KIF13B
LINC02099
PPP2CB
MAK16
LOC105379377
RAB11FIP1
FGFR1
TM2D2
ADAM32
TCIM
POLB
DKK4
SLC20A2
LYPLA1
SDR16C5
RAB2A
ASPH
SNHG6
SLCO5A1
SBSPON
STAU2
GDAP1
ZC2HC1A
ZBTB10
CHMP4C
CPNE3
RIPK2-DT
TRIQK
ESRP1
SDC2
MTDH
NIPAL2
SPAG1
LOC105375669
LOC105375670
PABPC1
YWHAZ
RRM2B
SYBU
UTP23
TNFRSF11B
SNTB1
C8orf76
ZHX1-C8orf76
FER1L6
TATDN1
NDUFB9
LRATD2
LOC105375751
MYC
GSDMC
ST3GAL1
KHDRBS3
ARC
LY6K
LNCOC1
MINCR
TOP1MT
PYCR3
FAM83H-AS1
PUF60
PARP10
HGH1
SLC52A2
PPP1R16A
GLIS3
ERMP1
UHRF2
GLDC
PTPRD
TTC39B
PSIP1
BNC2
ACER2
HACD4
DMRTA1
TUSC1
CAAP1
B4GALT1-AS1
AQP3
PRSS3
UBE2R2
UBAP2
DCAF12
UBAP1
KIF24
VCP
ATOSB
UNC13B
RUSC2
CREB3
GNE
POLR1E
TRMT10B
EXOSC3
SLC25A51
SHB
LOC105376039
ALDH1B1
ZNG1C
GDA
PCSK5
GNA14
CEP78
PSAT1
TLE1
C9orf64
SLC28A3
CTSL
SEMA4D
SPTLC1
IPPK
WNK2
HABP4
PRXL2C
CTSV
NANS
TBC1D2
RNF20
NIPSNAP3A
FSD1L
TMEM38B
KLF4
ECPAS
UGCG
HSDL2
HSDL2-AS1
SLC31A1
KIF12
TNC
PAPPA
LOC105376239
CNTRL
RABGAP1
NEK6
LOC100129034
WDR38
RPL35
PPP6C
RABEPK
GAPVD1
LOC105376281
STXBP1
EEIG1
SLC25A25
LOC105376292
NCS1
HMCN2
EXOSC2
AIF1L
NUP214
GTF3C4
ABO
VAV2
RXRA
FCN1
CAMSAP1
NACC2
QSOX2
DNLZ
ENTR1
SEC16A
PHPT1
SAPCD2
UAP1L1
NDOR1
TUBB4B
ARRDC1
ZMYND11
LARP4B
CALML5
PFKFB3
LINC00707
GATA3
USP6NL-AS1
PROSER2
SEPHS1
FAM107B
FAM171A1
RSU1
VIM-AS1
VIM
ST8SIA6
MRC1
PLXDC2
NEBL
KIAA1217
MTPAP
PARD3
CSGALNACT2
RASSF4
LOC105378281
ZNF22-AS1
ZNF22
ANXA8
FAM25G
FAM25C
CISD1
BICC1
PHYHIPL
CCDC6
RHOBTB1
ARID5B
JMJD1C
HKDC1
MACROH2A2
PPA1
NPFFR1
LRRC20
EIF4EBP2
PRF1
PSAP
CHST3
SPOCK2
MCU
MSS51
PPP3CB-AS1
USP54
MYOZ1
SEC24C
ADK
VDAC2
PPIF
TMEM254-AS1
TMEM254
LINC00857
TSPAN14
SHLD2
LIPK
ANKRD22
LIPA
LOC105378419
HECTD2
HHEX
FRA10AC1
SORBS1
EXOSC1
MARVELD1
BLOC1S2
SLF2
MRPL43
SFXN3
BTRC
NPM3
NOLC1
ARL3
STN1
ITPRIP-AS1
ACSL5
ZDHHC6
VTI1A
AFAP1L2
PNLIPRP3
SHTN1
EMX2
CACUL1
NANOS1
EIF3A
BTBD16
HTRA1
DMBT1
BUB3
ZRANB1
EDRF1
UROS
DHX32
MKI67
BNIP3
PWWP2B
NKX6-2
PRAP1
FUOM
HRAS
DEAF1
CD151
POLR2L
TSPAN4
CHID1
MRPL23
CHRNA10
HBB
HBD
FHIP1B
SMPD1
MRPL17
AKIP1
ADM-DT
CAND1.11
AMPD3
IRAG1
EIF4G2
MICAL2
MICALCL
PARVA
TEAD1
PLEKHA7
OR7E14P
TSG101
MISFA
TMEM86A
ZDHHC13
MUC15
LIN7C
DNAJC24
TCP11L1
C11orf91
CD59
LMO2
LOC102723539
TRIM44
EXT2
CD82
MAPK8IP1
CREB3L1
HARBI1
ATG13
ACP2
SLC39A13
CELF1
FOLH1
SSRP1
SLC43A3
ZDHHC5
TMX2-CTNND1
CTNND1
ZFP91-CNTF
FAM111B
TCN1
MS4A6A
MS4A4A
MS4A7
CCDC86
PRPF19
TMEM132A
FADS2
FADS3
ASRGL1
AHNAK
EML3
SLC3A2
PLAAT4
PLAAT3
MARK2
DNAJC4
VEGFB
PPP1R14B
SLC22A12
CDC42BPG
EHD1
CAPN1
OVOL1
FOSL1
C11orf68
CTSF
LRFN4
RHOD
KDM2A
CDK2AP2
ALDH3B2
LINC02754
CCND1
LTO1
ANO1
FADD
CTTN
P2RY2
COA4
KCNE3
XRRA1
SLCO2B1
ARRB1
RPS3
DGAT2
TMEM126B
CREBZF
PRSS23
LOC107984428
CTSC
SLC36A4
LOC105369435
FUT4
ARHGAP42
TMEM123
MMP7
SLC35F2
ATM
EXPH5
BCO2
NNMT
CADM1
SIK3
BACE1
FXYD6-FXYD2
FXYD6
TMPRSS13
SCN4B
CXCR5
SLC37A4
NLRX1
MCAM
USP2
OAF
ARHGEF12
GRIK4
VWA5A
ESAM-AS1
SLC37A2
PKNOX2
GSEC
ST3GAL4
KCNJ5
TMEM45B
ST14
ADAMTS15
SNX19
ACAD8
GLB1L2
LOC107987373
SLC6A13
NINJ2-AS1
WNK1
WNT5B
CACNA1C
TULP3
TEAD4
DYRK4
VWF
PLEKHG6
PTMS
CD4
TPI1
C12orf57
CLSTN3
SLC2A14
NECAP1
RIMKLB
M6PR
A2M
LOC107984485
DUSP16
GPRC5A
GPRC5D
FAM234B
PLBD1
LOC101928317
GUCY2C
H2AJ
PTPRO
PYROXD1
RECQL
GYS2
IRAG2
RASSF8-AS1
RASSF8
MED21
STK38L
BMAL2-AS1
SMCO2
SINHCAF
KIF21A
ZCRB1
IRAK4
ANO6
SLC38A1
VDR
RND1
LMBR1L
TMBIM6
SMARCD1
COX14
SLC11A2
CSRNP2
SMAGP
GALNT6
KRT86
KRT5
KRT18
IGFBP6
CBX5
RAB5B
SUOX
ESYT1
NABP2
IL23A
RBMS2
BAZ2A
SDR9C7
NAB2
LRP1
DTX3
CDK4
PPM1H
RXYLT1
C12orf56
RASSF3
PTPRQ
POC1B
POC1B-GALNT4
GALNT4
DCN
METAP2
SNRPF
HAL
ELK3
LOC107984546
NR1H4
GAS2L3
ANO4
HSP90B1
SLC41A2
C12orf75
CKAP4
TMEM263
CRY1
ABTB3
WSCD2
ALKBH2
MYO1H
UBE3B
GLTP
ANKRD13A
GPN3
TCTN1
PHETA1
ACAD10
TMEM116
HECTD4
SLC8B1
PLBD2
SDS
RBM19
TBX3
MED13L
HRK
TESC
VSIG10
PEBP1
SRRM4
LOC105370021
RAB35
PXN
RNU4-2
TRIAP1
RNF10
MLEC
C12orf43
P2RX7
P2RX4
HPD
LOC105370035
MLXIP
CLIP1
HIP1R
VPS37B
MPHOSPH9
TCTN2
NCOR2
STX2
ULK1
ZNF84
GJB2
GJB6
LATS2
MRPL57
SACS
ATP12A
PABPC3
GTF3A
MTIF3
USPL1
FRY
EXOSC8
SLC25A15
DNAJC15
SMIM2-AS1
TPT1-AS1
SLC25A30
LRCH1
RNASEH2B
NEK3
CKAP2
HNRNPA1L2
OLFM4
PCDH20
TBC1D4
COMMD6
KCTD12
RBM26
NDFIP2
SPRY2
ABCC4
DZIP1
FARP1
STK24
SLC15A1
DOCK9
DOCK9-DT
LOC112268109
EFNB2
COL4A1
COL4A2
ANKRD10
RASA3
CDC16
UPF3A
OSGEP
APEX1
RNASE6
TPPP2
LOC105370398
ZNF219
TOX4
RBM23
PRMT5-AS1
PRMT5
BCL2L2-PABPN1
DHRS2
IPO4
TGM1
HEATR5A
ARHGAP5-AS1
NFKBIA
PRPF39
MIS18BP1
ARF6
ATL1
PTGER2
GMFB
FBXO34-AS1
DAAM1
SNAPC1
WDR89
PLEKHG3
CHURC1
GPX2
MAX
GPHN
PALS1
ATP6V1D
ARG2
RDH11
EXD2
SYNJ2BP
LINC01269
MAP3K9-DT
ZFYVE1
PAPLN
ACOT4
MLH3
BATF
GPATCH2L
DIO2
KCNK13
CALM1
FBLN5
GOLGA5
CHGA
LYSET
IFI27L2
BDKRB1
GSKIP
CCDC85C
EML1
EVL
SLC25A29
COA8
PPP1R13B
ASPG
SIVA1
AHNAK2
PACS2
CRIP2
CRIP1
MAFIP
HERC2P2
LOC105370733
PDCD6IPP2
TJP1
ARHGAP11A
FMN1
EMC4
LPCAT4
GOLGA8B
SPRED1
EIF2AK4
IVD
C15orf62
CHP1
OIP5-AS1
MAPKBP1
JMJD7-PLA2G4B
JMJD7
PLA2G4B
SPTBN5
LOC105370792
EHD4
TMEM87A
GANC
CAPN3
TGM5
SPATA5L1
MYEF2
FBN1
TNFAIP8L3
LOC112268148
MYO5A
CGNL1
CCNB2
ICE2
TPM1
TPM1-AS
CLPX
RAB11A
MEGF11
DIS3L
TIPIN
MAP2K1
PAQR5
HEXA
CD276
INSYN1
SEMA7A
PPCDC
CHRNA3
TMED3
TLNRD1
STARD5
HDGFL3
AKAP13
MRPL46
AEN
HAPLN3
ABHD2
LOC112268155
LOC112268153
ANPEP
FURIN
MEF2A
CERS3
GCAWKR
PCSK6
HBA2
HBA1
AXIN1
NME4
METTL26
MCRIP2
METRN
HAGHL
MSLN
MRPS34
SPSB3
HS3ST6
RNPS1
ABCA3
PRSS30P
IL32
HMOX2
UBN1
SEC14L5
ALG1
ABAT
DEXI
LOC400499
LITAF
LOC105371090
MIR193BHG
PKD1P1
XYLT1
PKD1P4-NPIPA8
PKD1P5-LOC105376752
CCP110
UMOD
ACSM5
THUMPD1
DCUN1D3
DNAH3
CRYM
MOSMO
EEF2K
HS3ST2
DCTN5
RBBP6
NSMCE1
GTF3C1
KATNIP
SPNS1
SPN
MAZ
PRRT2
MVP
SEZ6L2
INO80E
YPEL3-DT
GDPD3
MAPK3
DCTPP1
SEPHS2
ZNF768
ZNF688
FBRS
BCL7C
HSD3B7
PYCARD
TGFB1I1
GPT2
LOC112268166
IRX5
MMP2
CES1
ARL2BP
LOC105371291
ADGRG1
KIFC3
SETD6
TK2
RRAD
GFOD2
RANBP10
NUTF2
DDX28
PLA2G15
SMPD3
ZFP90
NIP7
EXOSC6
AARS1
FCSK
AP1G1
CDYL2
CENPN
CMIP
MLYCD
OSGIN1
TAF1C
ZDHHC7
IRF8
SLC7A5
CTU2
PIEZO1
LOC100289580
CBFA2T3
SPG7
DPEP1
CHMP1A
CDK10
TUBB3
WDR81
DPH1
OVCA2
CLUH
TRPV3
SHPK
GGT6
PLD2
MINK1
PFN1
KIF1C
ZNF594
POLR2A
TNFSF13
LOC107987244
CNTROB
ALOX15B
ALOX12B
NDEL1
USP43
TMEM238L
MAP2K4
ELAC2
PMP22
FBXW10B
TRIM16
ZSWIM7
MPRIP
PLD6
TOM1L2
GID4
TRIM16L
SLC47A1
ALDH3A2
ALDH3A1
MAP2K3
MTRNR2L1
NOS2
SARM1
SLC46A1
PIGS
ALDOC
RAB34
MYO18A
TIAF1
ABHD15
TP53I13
COPRS
MYO1D
TMEM98
CCL2
SLFN11
AP2B1
CCL5
CCL18
DUSP14
SYNRG
TBC1D3E
NPEPPSP1
CISD3
PIP4K2B
GSDMA
LOC105371934
TOP2A
KRT24
KRT10-AS1
KRT23
LOC107985072
JUP
STAT3
CAVIN1
NAGLU
RETREG3
PLEKHH3
VAT1
NBR1
G6PC3
DCAKD
PLCD3
NSF
ITGB3
EFCAB13-DT
EFCAB13
KPNB1-DT
SP6
HOXB9
HOXB13
NGFR
ITGA3
PPP1R9B
MRPL27
LOC105371824
SPATA20
NME1-NME2
COX11
HLF
MMD
ANKFN1
TRIM25
AKAP1
MSI2
MRPS23
CUEDC1
HEATR6-DT
WFDC21P
APPBP2
PPM1D
ERN1
TEX2
SMURF2
ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP27P1
PLEKHM1P1
KPNA2
LINC00674
KCNJ16
GPRC5C
TMEM94
TRIM47
TRIM65
MRPL38
ACOX1
EVPL
EXOC7
QRICH2
PRPSAP1
SPHK1
RHBDF2
ST6GALNAC1
MXRA7
MFSD11
SEC14L1
CYTH1
TIMP2
CEP295NL
CANT1
TBC1D16
GAA
CARD14
BAIAP2
LOC107987250
MCRIP1
P4HB
DUS1L
TBCD
B3GNTL1
THOC1
COLEC12
EMILIN2
LPIN2
LAMA1
TUBB6
SPIRE1
CEP76
ZNF519
CABLES1
LAMA3
OSBPL1A
CDH2
DSC3
DSG3
DSG2
RNF138
MAPRE2
LOC107985139
INO80C
GALNT1
LOC105372064
RPRD1A
FHOD3
SLC14A1
EPG5
SIGLEC15
IER3IP1
ZBTB7C
LIPG
SNHG22
MYO5B
ATP8B1
NEDD4L
ALPK2
PMAIP1
PIGN
RELCH
BCL2
SERPINB12
SERPINB7
SERPINB8
TMX3
MBP
LOC101927897
KCNG2
HSBP1L1
MIER2
CFD
MED16
POLR2E
GPX4
GAMT
MBD3
BTBD2
TIMM13
LMNB2
GADD45B
MPND
HDGFL2
TNFAIP8L1
KDM4B
MICOS13
RPL36
LONP1
NRTN
NDUFA11
CAPS
LOC107985302
SH2D3A
VAV1
INSR
ARHGEF18
CAMSAP3
TIMM44
CD320
ZNF558
ZNF560
MRPL4
LIMASI
ICAM4
ICAM5
ILF3
DNM2
SMARCA4
ACP5
GET3
DNASE2
RAD23A
GADD45GIP1
C19orf53
TECR
NDUFB7
SYDE1
ILVBL
PGLYRP2
CYP4F22
UCA1
ANO8
SLC27A1
COLGALT1
B3GNT3
RPL18A
PIK3R2
IFI30
IQCN
LSM4
ISYNA1
KXD1
REX1BD
ZNF826P
ZNF430
ZNF714
ZNF43
ZNF675
ZNF681
LINC02987
C19orf12
CCNE1
PDCD5
RHPN2
LRP3
CEBPA
ZNF302
UPK1A
UPK1A-AS1
TBCB
LINC00665
ACP7
PAF1
ZNF546
PLD3
SERTAD1
NUMBL
ACTMAP
RAB4B-EGLN2
EGLN2
AXL
LOC105372405
CEACAM3
RPS19
LOC101930071
LIPE-AS1
LIPE
LYPD3
PHLDB3
ETHE1
LOC105372411
ZNF227
PVR
BCAM
NECTIN2
TOMM40
APOE
APOC1
CCDC8
PNMA8A
PTGIR
SLC1A5
BICRA
LIG1
EMP3
FUT2
LOC105447645
TULP2
BAX
FTL
AP2A1
NUP62
ATF5
SPIB
EMC10
C19orf48
KLK2
KLK4
KLK5
KLK6
LOC105372442
KLK7
KLK8
KLK9
KLK14
CD33
IGLON5
NKG7
FPR3
ZNF613
ZNF614
ZNF702P
LAIR1
LILRB4
NLRP7
NLRP2
UBE2S
EPN1
RNF225
LINC02560
CENPBD2P
TRIB3
TBC1D20
SRXN1
LOC107985423
FAM110A
LOC107984088
LOC102724545
SIRPA
TGM3
PTPRA
CDC25B
PANK2
RNF24
SMOX
LRRN4
PLCB4
JAG1
SEC23B
DTD1
SLC24A3
NAA20
APMAP
ENTPD6
ABHD12
BCL2L1
ABALON
TPX2
ITCH
PROCR
SPAG4
MYL9
SRC
TGM2
ARHGAP40
DHX35
LOC107985435
TOP1
PLCG1-AS1
SERINC3
PKIG
KCNS1
PI3
SLPI
WFDC13
CD40
ELMO2
TP53RK
EYA2
ARFGEF2
ATP9A
RBM38-AS1
NELFCD
CTSZ
PRELID3B
