PLEKHN1
RNASEH1-DT
ID2
KIDINS220
ASAP2
YWHAQ
HPCAL1
ROCK2
E2F6
TRIB2
NBAS
SMC6
GEN1
KLHL29
WDCP
FKBP1B
ADCY3
GAREM2
HADHA
SLC35F6
SLC5A6
CAD
MPV17
GTF3C2
SNX17
ZNF513
C2orf16
SUPT7L
LOC105374382
FOSL2
PPP1CB
WDR43
CLIP4
LCLAT1
EHD3
SPAST
SLC30A6
TTC27
FAM98A
STRN
EIF2AK2
CEBPZ
NDUFAF7
PRKD3
PRKD3-DT
QPCT
HNRNPLL
OXER1
ZFP36L2
THADA
MCFD2
FOXN2
ASB3
GPR75-ASB3
CHAC2
ERLEC1
PRORSD1P
CCDC88A
CFAP36
PPP4R3B
PNPT1
PEX13
SANBR
C2orf74-DT
USP34
XPO1
COMMD1
PELI1
AFTPH
SERTAD2
LOC107984063
LINC02576
PNO1
LOC101927723
APLF
GFPT1
AAK1
LOC112268437
MXD1
PCBP1
C2orf42
FAM136A
ADD2
NAGK
MPHOSPH10
DYSF
SMYD5
ALMS1
BOLA3
MTHFD2
WDR54
LBX2-AS1
HK2
TRABD2A
TMSB10
KCMF1
LOC100996506
PARTICL
MAT2A
RNF181
TMEM150A
GNLY
IMMT
KDM3A
RNF103-CHMP3
CHMP3
CYTOR
LOC101928152
THNSL2
LOC101928371
EIF2AK3
RPIA
IGKJ4
IGKJ1
IGKV4-1
IGKV3-7
IGKV3-11
IGKV3-15
IGKV1-17
IGKV2-28
IGKV1-33
IGKV1-39
LOC107985911
IGKV1D-39
IGKV1D-33
IGKV2D-28
IGKV1D-17
IGKV3D-15
IGKV3D-11
IGKV1D-8
LSP1P4
GPAT2
NEURL3
CNNM4
SEMA4C
ACTR1B
TMEM131
COA5
MGAT4A
TSGA10
MRPL30
EIF5B
AFF3
CHST10
NPAS2
CNOT11
RNF149
MAP4K4
MFSD9
TMEM182
NCK2
SULT1C2
GCC2
SOWAHC
RGPD6
BCL2L11
MIR4435-2HG
RGPD8
POLR1B
SLC20A1
NT5DC4
IL1A
IL1RN
PSD4
ZNG1B
RPL23AP7
RABL2A
LOC107985939
INSIG2
MARCO
STEAP3
STEAP3-AS1
LOC105373581
TMEM37
PTPN4
CLASP1
NIFK-AS1
NIFK
TSN
MAP3K2
MAP3K2-DT
LOC105373608
MYO7B
WDR33
POLR2D
AMMECR1L
RAB6C
IMP4
RAB6D
UBXN4
DARS1
DARS1-AS1
LOC112268426
CXCR4
HNMT
KYNU
NMI
TNFAIP6
NR4A2
GPD2
LOC105373711
CYTIP
ACVR1
CD302
GCA
COBLL1
SCN3A
DHRS9
PHOSPHO2
TLK1
METTL8
DCAF17
METAP1D
ITGA6-AS1
PDK1
RAPGEF4
MAP3K20
MAP3K20-AS1
CIR1
SCRN3
LNPK
HNRNPA3
RBM45
PRKRA
ITPRID2
NUP35
LOC105373780
ZNF804A
ITGAV
TFPI
WDR75
SLC40A1
PMS1
MFSD6
MYO1B
GTF3C3
ANKRD44
MARS2
FTCDNL1
TYW5
BZW1-AS1
BZW1
CLK1
PPIL3
STRADB
TMEM237
BMPR2
WDR12
CYP20A1
CTLA4
GCSHP3
FASTKD2
CPO
METTL21A
FZD5
PLEKHM3
ATIC
MREG
LINC01963
SMARCAL1
IGFBP2
TNS1
GPBAR1
SLC11A1
CTDSP1
VIL1
USP37
BCS1L
RNF25
WNT10A
RETREG2
ABCB6
ATG9A
ANKZF1
TUBA4A
TUBA4B
DNAJB2
DNPEP-AS1
EPHA4
SGPP2
FARSB
WDFY1
SERPINE2
RHBDD1
COL4A4
SP110
NMUR1
PTMA
MIR1244-1
DIS3L2
TIGD1
EIF4E2
ATG16L1
AGAP1
LRRFIP1
RBM44
RAMP1
PER2
HDAC4
NDUFA10
ANO7
HDLBP
HDLBP-AS1
THAP4
DTYMK
ING5
LINC01881
TRNT1
LRRN1
SETMAR
ITPR1
BHLHE40-AS1
BHLHE40
ARL8B
EDEM1
SETD5
MTMR14
CAMK1
RPUSD3
EMC3
EMC3-AS1
IRAK2
HRH1
LOC105376951
VGLL4
PPARG
RAF1
CAND2
TMEM43
SLC6A6
GRIP2
FGD5
FGD5-AS1
MRPS25
CAPN7
EAF1
HACL1
ANKRD28
SATB1
KAT2B
NR1D2
NGLY1
OXSM
CMC1
STT3B
CNOT10
LRRFIP2
GOLGA4
ITGA9
OXSR1
XYLB
EXOG
CSRNP1
CX3CR1
SLC25A38
ZNF621
TRAK1
SS18L2
GASK1A
ZNF660
ZNF502
TMEM42
CLEC3B
CDCP1
LIMD1
LIMD1-AS1
CCR5
KLHL18
PTPN23
ELP6
PFKFB4
COL7A1
UQCRC1
SLC26A6
CELSR3
NCKIPSD
P4HTM
QARS1
USP19
CCDC71
USP4
BSN
MON1A
HYAL3
NAA80
HYAL2
CYB561D2
C3orf18
LINC02019
DOCK3
DCAF1
RRP9
DUSP7
TLR9
GLYCTK
NISCH
PBRM1
NEK4
TKT
CHDH
IL17RB
ACTR8
WNT5A
CCDC66
APPL1
ASB14
LOC105377102
FLNB
FLNB-AS1
PXK
KCTD6
C3orf14
TMF1
MITF
PROK2
RYBP
SHQ1
PPP4R2
GBE1
ZNF654
CPOX
ST3GAL6
DCBLD2
TBC1D23
NIT2
TMEM45A
TFG
ZBTB11-AS1
ALCAM
BBX
HHLA2
ABHD10
CD200R1L
CD200R1
SPICE1
QTRT2
FSTL1
GOLGB1
IQCB1
EAF2
CD86
FAM162A
WDR5B
LOC105374071
DTX3L
PARP14
LINC02035
ADCY5
MYLK
UMPS
ZNF148
CHST13
TXNRD3
IFT122P3
H1-10
MBD4
PLXND1
PIK3R4
ASTE1
NUDT16
ACAD11
UBA5
SRPRB
ANAPC13
DBR1
PIK3CB
NMNAT3
SLC25A36
XRN1
DIPK2A
PLOD2
HPS3
CP
EIF2A
GPR171
P2RY14
P2RY13
P2RY12
SUCNR1
DHX36
TIPARP
LINC00886
SHOX2
PPM1L
B3GALNT1
ACTRT3
PRKCI
SKIL
EIF5A2
PIK3CA
MFN1
ACTL6A
TTC14
FXR1
DNAJC19
ATP11B
LAMP3
KLHL24
YEATS2
YEATS2-AS1
ABCC5
FAM131A
POLR2H
EHHADH
MAP3K13
IGF2BP2
TBCCD1
BCL6
LPP-AS2
IL1RAP
ATP13A3
TMEM44-AS1
PPP1R2
SDHAP2
MIR570HG
SDHAP1
TFRC
TM4SF19-DYNLT2B
LOC107986031
TM4SF19-AS1
TM4SF19
UBXN7
WDR53
LINC02012
LMLN
ZNF595
MYL5
SLC49A3
TMEM175
FGFRL1
SPON2
FAM53A
TMEM129
NSD2
MFSD10
MSANTD1
RGS12
LRPAP1
FAM86EP
TMEM128
STX18
TBC1D14
LOC100129931
ABLIM2
CLNK
FGFBP2
DCAF16
LCORL
PACRGL
ANAPC4
LOC105374538
SMIM20
PGM2
TBC1D1
TLR10
KLHL5
WDR19
UGDH-AS1
PDS5A
GNPDA2
COMMD8
LOC101927179
NFXL1
LOC101927157
OCIAD1
USP46-DT
LNX1
CHIC2
SRD5A3
CLOCK
PAICS
REST
STAP1
UBA6
YTHDC1
ENAM
JCHAIN
UTP3
CXCL8
LOC105377276
EREG
AREG
G3BP2
USO1
SDAD1
FAM47E-STBD1
STBD1
CCNI
LOC101928864
CCNG2
CNOT6L
BMP2K
PAQR3
RASGEF1B
THAP9
LIN54
PLAC8
GPAT3
CDS1
ARHGAP24
C4orf36
AFF1-AS1
AFF1
SPP1
PKD2
ABCG2
HERC3
FAM13A-AS1
FAM13A
TIGD2
GPRIN3
ADH5
TRMT10A
DNAJB14
H2AZ1
NFKB1
MANBA
CISD2
GSTCD
NPNT
CYP2U1
SEC24B
CFI
GAR1
FAM241A
AP1AR
ALPK1
METTL14
SYNPO2
USP53
C4orf3
LOC107986193
BBS7
BLTP1
SPATA5
SPRY1
INTU
MFSD8
PGRMC2
JADE1
NOCT
ELF2
NDUFC1
ELMOD2
RNF150
ZNF330
SMARCA5
OTUD4
TMEM184C
FHIP1A
MIR4453HG
TMEM154
LOC100419170
PLRG1
GUCY1A1
GASK1B
GASK1B-AS1
RAPGEF2
NAF1
TMA16
TMEM192
GK3
DDX60L
PALLD
CBR4
HPF1
SAP30-DT
SAP30
WDR17
SPCS3
WWC2
ING2
TRAPPC11
ACSL1
SNX25
LRP2BP
ANKRD37
UFSP2
C4orf47
SDHA
LPCAT1
SDHAP3
ICE1
SRD5A1
TENT4A
FASTKD3
ATPSCKMT
MARCHF6
TRIO
OTULINL
GUSBP1
C5orf22
RAI14
RAD1
BRIX1
SLC1A3
NIPBL
RICTOR
DAB2
PRKAA1
FBXO4
ANXA2R-OT1
ANXA2R-AS1
LOC100132356
LOC100506639
ZNF131
CCL28
TMEM267
EMB
PELO
MOCS2
GZMA
SLC38A9
SETD9
GAPT
PDE4D
ELOVL7
KIF2A
DIMT1
IPO11
SREK1IP1
NLN
LOC105379003
MAST4
CD180
CDK7
GUSBP15
LOC112267942
UTP15
ENC1
CERT1
POC5
F2R
CRHBP
SCAMP1
LHFPL2
HOMER1
THBS4-AS1
SERINC5
FAM151B
COX7C
MEF2C-AS2
MEF2C
LUCAT1
ARRDC3
ELL2
CAST
ERAP1
LOC102724748
LOC100289230
PJA2
MAN2A1
WDR36
STARD4
STARD4-AS1
NREP
EPB41L4A
APC
SRP19
YTHDC2
TRIM36
PGGT1B
CCDC112
FEM1C
AP3S1
DTWD2
MIR1244-2
TNFAIP8
HSD17B4
SRFBP1
LOX
SNX2
PPIC
MARCHF3
C5orf63
PRRC1
SLC12A2-DT
CDC42SE2
LOC105379173
FNIP1
P4HA2-AS1
P4HA2
PDLIM4
SLC22A4
CCNI2
SEPTIN8
AFF4
ZCCHC10
HSPA4
FSTL4
C5orf15
VDAC1
UBE2B
SEC24A
CAMLG
C5orf24
PITX1-AS1
MACROH2A1
DCANP1
TIFAB
KLHL3
FAM13B
FAM13B-AS1
CDC23
FAM53C
EGR1
MATR3
PAIP2
MZB1
SPATA24
CXXC5
PURA
CYSTM1
HBEGF
CD14
TAF7
DIAPH1
ARAP3
GNPDA1
PRELID2
DPYSL3
AFAP1L1
CSNK1A1
SLC26A2
NDST1
ZNF300
GPX3
TNIP1
SLC36A1
G3BP1
FAM114A2
LARP1
CNOT8
PPP1R2B
HAVCR1
NIPAL4
ADAM19
LSM11
CLINT1
RNF145
UBLCP1
PWWP2A
CCNG1
MAT2B
STK10
LOC107986477
DUSP1
ERGIC1
CREBRF
SFXN1
HRH2
LOC105377743
FAM153B
ARL10
RGS14
PRR7
PDLIM7
DDX41
FAM153A
FAM153CP
N4BP3
NHP2
HNRNPAB
PHYKPL
ZNF879
CANX
MGAT4B
SQSTM1
MRNIP
TBC1D9B
MGAT1
LOC105377766
LINC00847
IRF4
LOC107986554
FOXQ1
MYLK4
WRNIP1
SERPINB6
LINC01011
TUBB2B
FAM50B
TEX56P
ECI2
RPP40
LYRM4-AS1
PPP1R3G
LOC101928004
RIOK1
BMP6
EEF1E1
SLC35B3
PAK1IP1
LOC107986566
RANBP9
MCUR1
LOC107986571
CD83
LOC101928331
JARID2
MYLIP
KIF13A
NHLRC1
DEK
CDKAL1
TRIM38
H1-2
H2BC5
BTN2A2
ZNF322
ZNF391
ZKSCAN4
TRIM27
GABBR1
HLA-H
HLA-A
HLA-J
TRIM26
TRIM39
GNL1
ABCF1
PPP1R10
MRPS18B
ATAT1
NRM
NFKBIL1
LTA
AIF1
PRRC2A
GPANK1
LSM2
RNF5
HLA-DRA
HLA-DQA2
HLA-DOB
LOC100294145
HLA-DMB
HLA-DMA
HLA-DOA
VPS52
WDR46
PHF1
CUTA
ZBTB9
UQCC2
HMGA1
ILRUN
SNRPC
PPARD
FANCE
MAPK13
PNPLA1
CDKN1A
DINOL
C6orf89
PPIL1
SAYSD1
UNC5CL
TREM1
FOXP4
TFEB
MED20
BYSL
TAF8
GUCA1A
TRERF1
LOC105375061
UBR2
RPL7L1
PTCRA
CNPY3
MEA1
ZNF318
ABCC10
POLR1C
GTPBP2
VEGFA
SCIRT
LINC03040
TMEM63B
LOC107986599
SLC29A1
AARS2
RUNX2
PAQR8
TRAM2
LOC730101
TMEM14A
GCLC
LINC00680
KHDRBS2
PTP4A1
PHF3
LMBRD1
SMAP1
B3GAT2
CGAS
SLC17A5
CD109-AS1
CD109
LCA5
SH3BGRL2
TENT5A
NT5E
SNX14
ZNF292
SMIM8
RARS2
PNRC1
PM20D2
GABRR2
RRAGD
LYRM2
MDN1-AS1
MANEA
PNISR-AS1
USP45
ASCC3
HACE1
LOC105377920
PREP
PRDM1
CRYBG1
RTN4IP1
QRSL1
MTRES1
SEC63
FOXO3
ARMC2
SESN1
SMPD2
DDO
CDK19
FYN
LOC105377945
LOC102724646
HDAC2-AS2
TPI1P3
ASF1A
MAN1A1
HSF2
RNF217
LOC112267973
THEMIS
ENPP1
CCN2
SGK1
LINC01010
PDE7B
MAP7
MAP3K5
PEX7
TNFAIP3
ARFGEF3
ABRACL
HECA
ADGRG6
AIG1
PHACTR2
SF3B5
EPM2A
FBXO30
RAB32
STXBP5-AS1
STXBP5
SASH1
TAB2
PPIL4
LRP11
MTHFD1L
CCDC170
IPCEF1
CNKSR3
SCAF8
TMEM242
ZDHHC14
SYNJ2
SERAC1
GTF2H5
SYTL3
RSPH3
SOD2
WTAP
IGF2R
LOC105378099
RNASET2
CCR6
LOC107986672
LOC112267970
C6orf120
PHF10
ERMARD
PDGFA
GET4
C7orf50
GPR146
MICALL2
MAFK
TMEM184A
PSMG3-AS1
ELFN1
LFNG
BRAT1
AMZ1
FOXK1
RBAK
WIPI2
SLC29A4
FSCN1
LOC107986762
EIF2AK1
FAM220A
DAGLB
ZDHHC4
INTS15
ZNF12
PMS2CL
PHF14
ANKMY2
SNX13
POLR1F
DNAH11
RAPGEF5
STEAP1B
STEAP1B-AS1
IL6-AS1
GPNMB
CCDC126
GSDME
TAX1BP1
CHN2
PRR15-DT
PLEKHA8
DKFZP586I1420
GARS1-DT
AVL9
KBTBD2
HERPUD2-AS1
SEPTIN7
AOAH
NME8
TRG-AS1
YAE1
RALA
INHBA
COA1
BLVRA
UBE2D4
PGAM2
POLM
PURB
TNS3
UPP1
GRB10
SEC61G
LANCL2
MRPS17
SUMF2
PHKG1
ZNF736
ZNF107
CCT6P3
INTS4P1
LINC03006
INTS4P2
CCT6P1
CRCP
RABGEF1
TYW1B
SBDSP1
POM121
GTF2IP4
NSUN5
BCL7B
DNAJC30
ABHD11
METTL27
EIF4H
RFC2
CLIP2
GTF2IRD1
GTF2I
GTF2I-AS1
POM121C
PMS2P3
HIP1
SSC4D
LINC03009
POMZP3
LOC105375356
FAM185BP
CCDC146
GSAP
LOC101927243
TMEM60
MAGI2-AS3
SEMA3C
HGF
CROT
ABCB4
GTPBP10
CDK14
MTERF1
AKAP9
BET1
CASD1
PDK4
DYNC1I1
TMEM130
PTCD1
ZNF789
ZNF655
TMEM225B
TRIM4
ZKSCAN1
ZNF3
TRAPPC14
PMS2P1
ZCWPW1
MEPCE
PCOLCE
ACHE
SERPINE1
PLOD3
CUX1
SH2B2
LOC100630923
LOC100289561
PRKRIP1
ORAI2
ALKBH4
LRWD1
NAPEPLD
ORC5
KMT2E
SYPL1
NAMPT
PIK3CG
HBP1
COG5
DNAJB9
ZNF277
BMT2
TES
MET
CTTNBP2
ING3
CPED1
FAM3C
AASS
SND1
LRRC4
RBM28
HILPDA-AS1
HILPDA
METTL2B
GARIN1A
KCP
TPI1P2
TSPAN33
UBE2H
ZC3HC1
KLHDC10
TMEM209
MEST
COPG2
LINC-PINT
CHCHD3
EXOC4
SLC35B4
BPGM
TMEM140
LUZP6
MTPN
TRIM24
ZC3HAV1L
LOC107986852
KDM7A
KDM7A-DT
LOC105375534
BRAF
CLEC5A
TRBV28
FAM131B
FAM131B-AS2
ZYX
TCAF2
TCAF2P1
LOC154761
CUL1
ZNF398
ZNF783
ZNF746
KRBA1
REPIN1
AOC1
ATG9B
TMUB1
AGAP3
ABCF2-H2BK1
ABCF2
NUB1
PRKAG2
PRKAG2-AS1
KMT2C
FABP5P3
LINC01003
INSIG1-DT
INSIG1
RBM33
NOM1
ESYT2
LOC105379752
DYNC2I1
CLN8
ARHGEF10
KBTBD11
MYOM2
CLDN23
MFHAS1
ERI1
PPP1R3B
MTMR9
BLK
LONRF1
TRMT9B
MSR1
VPS37A
MTMR7
NAT1
LPL
LZTS1
GFRA2
BMP1
POLR3D
PPP3CC
CCAR2
EGR3
DOCK5
KCTD9
SDAD1P1
BNIP3L
LOC105379337
PNMA2
ZNF395
FBXO16
INTS9
HMBOX1
UBXN8
MAK16
TTI2
ZNF703
LOC102723701
ERLIN2
PLPBP
RAB11FIP1
EIF4EBP1
ASH2L
DDHD2
NSD3
FGFR1
TACC1
PLEKHA2
GPAT4
AP3M2
PLAT
VDAC3
HOOK3
CEBPD
UBE2V2
PCMTD1
ST18
RB1CC1
ATP6V1H
TCEA1
TGS1
CHCHD7
BPNT2
UBXN2B
TOX-DT
CA8
CLVS1
ASPH
MTFR1
ARFGEF1
TERF1
GDAP1
PEX2
PKIA
ZC2HC1A
IL7
TPD52
FABP5
IMPA1
CA2
WWP1
RMDN1
RIPK2-DT
RIPK2
OSGIN2
DECR1
OTUD6B
GEM
NDUFAF6
CFAP418
UQCRB
MTDH
MATN2
POLR2K
ANKRD46
PABPC1
YWHAZ
NACA4P
RRM2B
UBR5
LINC01181
DCSTAMP
LRP12
OXR1
UTP23
RAD21
LOC105375724
DEPTOR
TBC1D31
FBXO32
TMEM65
MTSS1
LOC105375740
ZNF572
DNAAF11
NDRG1
ST3GAL1
MIR30DHG
KHDRBS3
AGO2
DENND3
LOC105375785
TSNARE1
ADGRB1
JRK
LINC02990
NAPRT
PYCR3
PUF60
CYC1
WDR97
HGH1
BOP1
SCX
HSF1
FBXL6
ADCK5
VPS28
PPP1R16A
LRRC14
ZNF251
ZNF517
COMMD5
C8orf33
ZNG1A
LOC105375942
DOCK8
DOCK8-AS1
DOCK8-AS2
VLDLR
PUM3
RFX3
GLIS3
RCL1
CD274
RIC1
ERMP1
LOC107987046
GLDC
KDM4C
SNAPC3
PLIN2
DENND4C
MLLT3
KLHL9
MTAP
APTX
DNAJA1
NOL6
PTENP1
UBE2R2
DCAF12
UBAP1
NUDT2
FAM219A
CCL19
DNAJB5
ATOSB
RUSC2
TESK1
CCDC107
ARHGEF39
TPM2
CLTA
RNF38
PAX5
EBLN3P
LOC105376034
ZCCHC7
LOC105376033
GRHPR
FBXO10
TOMM5
EXOSC3
LOC105376037
DCAF10
SHB
ALDH1B1
FAM95B1
BMS1P14
ZNG1F
LOC107984035
FAM88C
ANKRD20A4-ANKRD20A20P
ZNG1E
LOC105379252
ANKRD20A3P
ANKRD20A1
ZNG1C
PABIR1
TJP2
KLF9
CEMIP2
ZFAND5
TRPM6
RFK
GCNT1
GNAQ
IDNK
KIF27
HNRNPK
SLC28A3
AGTPBP1
TUT7
SECISBP2
SEMA4D
GADD45G
SYK
NFIL3
ROR2
NOL8
CENPP
ZNF484
CARD19
NINJ1
FAM120A2P
FAM120A
FBP1
FANCC
ERCC6L2-AS1
TSTD2
XPA
TRMO
ANP32B
CORO2A
TBC1D2
GALNT12
NR4A3
MSANTD3
MSANTD3-TMEFF1
TMEFF1
CAVIN4
RALGAPA1P1
FKTN
TMEM38B
ELP1
PTGR1
DNAJC25
LINC02977
KIAA1958
FAM225B
FAM225A
SLC31A1
BSPRY
HDHD3
COL27A1
TMEM268
TRIM32
TLR4
LOC105376244
MEGF9
B3GALT9
PSMD5
PHF19
TRAF1
GGTA1
RC3H2
CRB2
GOLGA1
PBX3
MVB12B
ZBTB43
RALGPS1
GARNL3
SLC2A8
NIBAN2
STXBP1
PTRH1
CFAP157
TOR2A
AK1
ST6GALNAC6
DPM2
NAIF1
PTGES2
DNM1
GOLGA2
LOC105376286
COQ4
CERCAM
SPTAN1
PKN3
ZDHHC12
ZER1
SPOUT1
LRRC8A
LOC101929291
PHYHD1
DOLK
DOLPP1
IER5L
LINC02975
LINC00963
FNBP1
NCS1
EXOSC2
ABL1
NUP214
PRRT1B
RAPGEF1
RALGDS
MED22
SNORD36A
RXRA
CAMSAP1
NACC2
GPSM1
SNAPC4
ENTR1
SEC16A
LOC105376325
EGFL7
TMEM141
AJM1
PHPT1
MAMDC4
ABCA2
FUT7
MAN1B1
SSNA1
RNF208
TUBB4B
FAM166A
ARRDC1
ARRDC1-AS1
GTPBP4
PFKP-DT
PFKP
AKR1E2
AKR1C1
AKR1C2
AKR1C3
NET1
TASOR2
PFKFB3
LINC02649
LINC02656
LOC105376392
CELF2
SEC61A2
FAM107B
HSPA14
DCLRE1C
RPP38
MINDY3
PTER
VIM-AS1
VIM
TMEM236
ARL5B
DNAJC1
COMMD3
BMI1
LINC03027
ARHGAP21
PDSS1
ABI1
ACBD5
WAC-AS1
WAC
MTPAP
GOLGA2P6
ITGB1
CCNY
ZNF25
ZNF37A
LOC441666
CSGALNACT2
HNRNPF
ZNF485
ZNF32
LOC105378286
NCOA4
SHLD2P1
LINC02675
WDFY4
ERCC6
PARG
TIMM23B
TIMM23B-AGAP6
AGAP6
SGMS1-AS1
CSTF2T
IPMK
UBE2D1
RHOBTB1
TMEM26
LOC105378326
EGR2
HERC4
PBLD
DDX50
DDX21
SRGN
HK1
TSPAN15
PALD1
SGPL1
SLC29A3
CDH23
VSIR
PSAP
DDIT4
P4HA1
ECD
PPP3CB-AS1
SEC24C
FUT11
NDST2
AP3M1
SAMD8
VDAC2
ZMIZ1-AS1
ZMIZ1
LOC107984247
PPIF
ZCCHC24
PLAC9
TSPAN14
GHITM
CDHR1
CCSER2
ATAD1
PTEN
LOC107987150
RNLS
IFIT1
LOC107984251
IFIT5
HTR7
HECTD2
MYOF
FFAR4
PLCE1
NOC3L
SORBS1
ENTPD1-AS1
CC2D2B
ZNF518A
BLNK
LOC105378443
PIK3AP1
LCOR
SLIT1
FRAT2
RRP12
PGAM1
MMS19
UBTD1
MORN4
AVPI1
ZFYVE27
PYROXD2
ENTPD7
CWF19L1
SCD
NDUFB8
TWNK
LZTS2
SFXN3
BTRC
DPCD
OGA
HPS6
